lang	worker	num_hits	quality	quality_syn	num_langs	goog
th	4825	1	0.500	0.500	1	0.2
th	3762	1	0.000	0.000	0	0.0
th	5291	1	0.000	0.000	1	0.0
th	3763	1	0.000	0.000	1	0.0
th	4611	11	0.909	0.909	1	0.064
th	5070	1	0.000	0.000	0	0.1
th	2882	1	0.000	0.000	0	0.0
th	4909	4	0.750	0.875	0	0.406
th	2881	3	0.500	0.833	1	0.067
th	2546	2	0.000	0.000	0	0.0
th	2545	8	0.750	0.812	1	0.15
th	5626	4	1.000	1.000	1	0.1
th	3239	1	0.000	0.500	0	0.614
th	1960	24	0.625	0.750	1	0.113
th	1961	1	0.000	0.000	0	0.0
th	1115	35	0.700	0.814	1	0.12
th	3761	1	1.000	1.000	0	0.2
th	5067	11	0.227	0.773	1	0.064
th	5066	11	0.318	0.682	1	0.1
th	5069	7	0.500	0.857	1	0.157
th	5068	268	0.526	0.808	1	0.081
th	4501	6	0.500	0.833	1	0.1
th	4500	56	0.580	0.705	1	0.107
th	3703	26	0.404	0.635	1	0.131
th	5512	7	0.786	0.786	1	0.129
th	1959	242	0.816	0.890	1	0.136
th	5042	10	0.650	0.750	1	0.07
th	3704	5	1.000	1.000	1	0.08
th	3705	30	0.717	0.850	1	0.123
th	4686	1	0.500	0.500	1	0.0
th	4717	3	0.167	0.667	1	0.1
th	4872	4	0.500	0.750	1	0.1
th	5425	2	0.000	0.000	0	0.0
th	5424	1	0.500	1.000	1	0.1
th	5446	8	0.188	0.375	0	0.075
th	5445	3	0.667	1.000	1	0.167
th	2104	1	0.000	0.000	many	0.0
te	1142	3	0.333	0.667	1	0.1
te	1143	4	0.500	0.625	many	0.106
te	1140	13	0.615	0.808	1	0.485
te	1141	4	0.250	0.500	1	0.175
te	1146	7	0.571	0.714	1	0.229
te	1147	2	0.250	0.500	many	0.4
te	1144	4	0.750	1.000	1	0.35
te	1145	1	1.000	1.000	1	0.3
te	1148	1	0.000	1.000	1	0.1
te	1149	2	0.250	0.500	1	0.3
te	344	3	0.167	0.833	many	0.4
te	345	1	0.000	1.000	1	0.2
te	346	1	1.000	1.000	1	0.3
te	347	1	0.500	1.000	1	0.2
te	340	3	0.333	0.833	1	0.3
te	341	3	0.833	1.000	1	0.433
te	342	1	0.500	1.000	1	0.4
te	343	1	1.000	1.000	1	0.2
te	348	3	0.333	0.500	1	0.167
te	1159	8	0.625	1.000	1	0.35
te	1158	2	0.250	0.750	1	0.1
te	1155	3	1.000	1.000	1	0.233
te	1154	2	0.500	0.750	1	0.35
te	1157	1	0.500	1.000	1	0.2
te	1156	5	0.600	0.800	1	0.44
te	1151	10	0.700	0.950	many	0.0
te	1150	2	0.500	0.750	1	0.25
te	1153	1	0.000	0.500	1	0.1
te	1152	2	0.500	0.500	1	0.1
te	265	1	0.000	0.500	1	0.0
te	1136	18	0.556	0.722	1	0.344
te	2553	1	0.000	0.500	1	0.1
te	2554	1	0.500	1.000	1	0.3
te	1128	42	0.690	1.000	many	0.0
te	1129	8	0.500	0.688	1	0.238
te	319	20	0.675	1.000	1	0.295
te	318	29	0.362	0.638	1	0.0
te	313	808	0.385	0.533	1	0.204
te	312	138	0.446	0.699	1	0.196
te	311	77	0.727	0.974	many	0.0
te	1123	28	0.589	0.839	1	0.3
te	317	21	0.476	0.714	1	0.229
te	1125	46	0.554	0.685	1	0.224
te	315	15	0.500	0.733	1	0.0
te	314	8	0.500	0.938	many	0.0
te	1045	5	0.600	0.900	1	0.0
te	85	1	0.000	0.000	many	0.6
te	308	708	0.697	0.972	1	0.319
te	309	37	0.527	0.946	1	0.341
te	1139	5	0.000	0.500	1	0.08
te	1138	8	0.562	0.875	1	0.187
te	1133	5	0.400	1.000	many	0.3
te	1132	36	0.653	0.903	many	0.675
te	1131	62	0.597	0.823	1	0.276
te	1130	9	0.667	0.944	1	0.367
te	1137	15	0.567	0.967	1	0.287
te	305	14	0.286	0.893	1	0.193
te	306	124	0.669	0.968	1	0.282
te	307	71	0.415	0.662	1	0.223
te	1135	2	0.250	0.250	1	0.2
te	1134	4	0.750	0.875	1	0.325
te	248	9	0.167	0.722	many	0.183
te	339	4	0.250	0.500	1	0.175
te	338	3	0.833	1.000	1	0.433
te	335	1	0.500	1.000	1	0.3
te	334	4	0.375	0.625	1	0.0
te	337	1	1.000	1.000	1	0.3
te	336	35	0.471	0.871	1	0.277
te	331	12	0.750	0.958	1	0.225
te	330	26	0.404	0.750	1	0.258
te	333	25	0.320	0.640	1	0.264
te	332	3	0.000	0.833	1	0.067
te	1980	1	0.000	0.500	1	0.4
te	1120	2	0.000	0.000	many	0.3
te	1121	4	0.625	0.625	many	0.2
te	1122	7	0.071	0.357	1	0.071
te	659	3	0.500	0.833	many	0.26
te	310	173	0.645	0.931	1	0.274
te	1124	250	0.486	0.622	1	0.0
te	316	1	0.000	1.000	1	0.0
te	1126	7	0.500	0.643	1	0.2
te	226	104	0.577	0.923	many	0.0
te	1127	5	0.600	0.600	1	0.3
te	14	17	0.294	1.000	many	0.0
te	1975	10	0.500	0.700	1	0.28
te	1164	1	1.000	1.000	1	0.1
te	1165	1	0.000	0.500	1	0.0
te	1161	1	1.000	1.000	1	0.4
te	1162	6	0.500	0.750	1	0.35
te	1163	1	0.500	0.500	1	0.3
te	1052	10	0.700	1.000	1	0.0
te	322	1	0.500	1.000	1	0.3
te	323	53	0.585	0.887	1	0.268
te	320	2	0.000	1.000	1	0.05
te	321	25	0.280	0.680	1	0.152
te	326	19	0.211	0.895	1	0.089
te	327	22	0.636	0.795	1	0.186
te	324	2	1.000	1.000	1	0.5
te	325	44	0.443	0.648	1	0.173
te	1119	163	0.678	0.948	1	0.294
te	328	20	0.375	0.925	1	0.245
te	329	40	0.637	0.863	many	0.0
te	1979	7	0.429	0.857	1	0.214
te	1978	9	0.611	1.000	1	0.267
te	1977	6	0.833	0.917	1	0.25
te	1976	4	0.875	1.000	1	0.275
te	1049	4	0.750	1.000	many	0.0
te	478	139	0.453	0.813	many	0.0
te	682	1	1.000	1.000	many	0.62
ta	623	2	0.750	0.750	1	0.25
ta	1340	3	0.500	0.667	1	0.2
ta	622	1	0.000	1.000	1	0.3
ta	608	1	0.500	1.000	1	0.0
ta	1342	10	0.500	0.950	1	0.37
ta	579	8	0.312	0.500	1	0.263
ta	578	3	0.333	0.333	1	0.1
ta	498	21	0.310	0.690	many	0.3
ta	499	6	0.333	0.583	1	0.133
ta	494	24	0.292	0.438	1	0.213
ta	495	68	0.375	0.478	1	0.306
ta	496	9	0.556	0.833	1	0.311
ta	497	9	0.611	0.833	1	0.322
ta	490	6	0.500	0.667	1	0.25
ta	491	78	0.776	0.917	1	0.403
ta	492	81	0.457	0.753	1	0.154
ta	493	11	0.500	0.682	1	0.255
ta	1404	1	0.500	1.000	1	0.4
ta	300	1	0.500	0.500	many	0.0
ta	1409	1	0.500	1.000	1	0.4
ta	1374	2	0.500	0.750	1	0.4
ta	1371	2	0.750	1.000	1	0.2
ta	543	6	0.833	0.833	1	0.283
ta	540	15	0.200	0.500	1	0.24
ta	404	16	0.188	0.719	1	0.0
ta	546	13	0.500	0.615	1	0.354
ta	547	4	0.500	0.500	1	0.225
ta	1377	1	0.500	0.500	1	0.2
ta	400	4	0.250	0.750	1	0.0
ta	1379	1	0.000	0.000	1	0.1
ta	520	2	0.250	0.250	1	0.25
ta	548	2	0.250	0.250	1	0.35
ta	549	2	0.750	1.000	1	0.15
ta	571	9	0.389	0.556	1	0.2
ta	1317	21	0.310	0.667	1	0.162
ta	1316	6	0.500	0.667	1	0.25
ta	567	1	1.000	1.000	0	0.3
ta	570	1	0.000	1.000	1	0.0
ta	522	2	0.750	0.750	1	0.3
ta	1344	7	0.429	0.786	1	0.143
ta	1398	1	0.500	0.500	1	0.2
ta	713	4	0.375	0.375	1	0.3
ta	1319	32	0.562	0.797	1	0.269
ta	1318	62	0.613	0.847	1	0.26
ta	1403	1	0.000	0.000	1	0.3
ta	575	2	0.250	0.250	1	0.25
ta	1402	1	1.000	1.000	1	0.5
ta	1347	5	0.600	0.800	1	0.26
ta	1401	3	0.500	0.833	1	0.3
ta	1394	1	1.000	1.000	1	0.3
ta	1345	1	0.500	1.000	1	0.1
ta	528	4	0.375	0.625	1	0.275
ta	563	1	0.500	1.000	1	0.1
ta	1065	3	0.333	1.000	many	0.0
ta	529	1	0.000	0.000	1	0.1
ta	537	1	1.000	1.000	0	0.1
ta	536	10	0.550	0.800	1	0.3
ta	535	10	0.400	0.550	1	0.22
ta	534	11	0.455	0.727	1	0.236
ta	1388	5	0.300	0.900	1	0.28
ta	1391	2	0.250	0.500	1	0.2
ta	531	5	0.200	0.600	1	0.16
ta	530	19	0.526	0.737	1	0.253
ta	1410	1	1.000	1.000	0	0.4
ta	1385	1	0.000	0.500	1	0.4
ta	1386	2	0.250	0.250	1	0.5
ta	1387	3	0.167	0.833	1	0.1
ta	1380	2	0.750	0.750	1	0.4
ta	1381	1	0.000	0.000	1	0.3
ta	539	5	0.500	0.700	0	0.3
ta	1383	2	0.000	0.750	1	0.3
ta	1322	1	0.500	0.500	1	0.0
ta	1323	42	0.667	0.917	1	0.321
ta	593	74	0.547	0.858	1	0.209
ta	1321	10	0.250	0.400	1	0.32
ta	595	4	0.125	0.750	1	0.175
ta	1327	18	0.639	0.889	1	0.244
ta	1324	11	0.273	0.455	1	0.136
ta	596	8	0.250	0.562	1	0.2
ta	1120	5	0.700	0.700	many	0.3
ta	598	4	0.250	0.500	1	0.1
ta	1328	2	0.250	0.500	1	0.3
ta	1329	30	0.500	0.900	1	0.26
ta	276	1	0.000	0.000	1	0.0
ta	582	1	0.500	1.000	1	0.3
ta	564	4	0.375	0.375	1	0.075
ta	583	5	0.400	0.600	1	0.28
ta	604	2	0.500	0.500	0	0.25
ta	591	2	0.250	0.750	1	0.4
ta	580	1	0.000	0.500	1	0.2
ta	628	2	0.250	0.750	1	0.15
ta	1359	1	0.000	0.500	1	0.1
ta	524	10	0.550	0.850	1	0.22
ta	525	6	0.667	0.917	1	0.333
ta	526	22	0.432	0.795	many	0.515
ta	527	6	0.167	0.500	1	0.2
ta	1320	20	0.350	0.450	1	0.225
ta	521	1	0.000	0.500	1	0.1
ta	1399	3	0.333	0.333	1	0.167
ta	523	2	0.500	0.500	1	0.35
ta	1397	1	0.500	0.500	1	0.4
ta	1396	2	0.000	0.000	1	0.15
ta	1395	1	0.500	1.000	0	0.0
ta	1400	1	1.000	1.000	1	0.2
ta	1393	1	0.500	0.500	1	0.4
ta	1406	1	0.000	0.000	1	0.0
ta	1405	1	0.000	1.000	1	0.1
ta	1389	1	0.000	1.000	1	0.1
ta	586	7	0.714	1.000	1	0.314
ta	587	5	0.500	0.600	1	0.16
ta	584	1	0.000	0.500	1	0.2
ta	585	1	0.500	1.000	0	0.1
ta	1339	2	0.500	1.000	1	0.15
ta	1338	8	0.625	0.750	1	0.287
ta	1232	8	0.562	0.875	many	0.0
ta	581	7	0.500	0.786	1	0.2
ta	1335	28	0.696	0.893	1	0.554
ta	1238	1	0.000	0.000	1	0.0
ta	1337	34	0.059	0.103	1	0.024
ta	1336	5	0.400	0.400	1	0.5
ta	1331	7	0.643	0.786	1	0.214
ta	1330	32	0.453	0.812	1	0.309
ta	1333	48	0.260	0.438	1	0.156
ta	1332	28	0.446	0.679	1	0.414
ta	533	10	0.300	0.500	1	0.12
ta	542	1	0.500	0.500	1	0.3
ta	1407	1	0.500	0.500	1	0.1
ta	588	2	0.500	0.750	1	0.1
ta	70	2	0.750	1.000	1	0.356
ta	387	2	0.000	0.000	many	0.0
ta	615	1	0.500	0.500	1	0.2
ta	780	1	0.000	0.000	1	0.1
ta	904	1	0.000	0.000	many	0.4
ta	601	2	0.250	0.500	1	0.611
ta	532	6	0.250	0.667	1	0.25
ta	641	2	0.250	0.500	many	0.6
ta	640	1	0.000	0.000	1	0.4
ta	643	1	0.500	0.500	many	0.0
ta	642	1	1.000	1.000	many	0.467
ta	645	1	0.500	0.500	1	0.2
ta	644	1	0.500	0.500	1	0.0
ta	646	1	0.000	0.500	0	0.2
ta	511	16	0.594	0.844	1	0.0
ta	510	4	1.000	1.000	1	0.6
ta	513	1	0.500	1.000	1	0.5
ta	512	1	0.500	1.000	1	0.2
ta	515	2	0.500	0.500	many	0.5
ta	514	1	0.000	0.500	1	0.4
ta	517	6	0.583	0.583	1	0.3
ta	516	4	0.125	0.125	many	0.537
ta	1348	4	0.750	0.875	1	0.375
ta	1349	5	0.700	0.800	1	0.22
ta	621	9	0.667	0.778	1	0.144
ta	620	3	0.667	0.667	1	0.0
ta	627	1	0.000	0.500	1	0.1
ta	626	2	0.750	0.750	1	0.3
ta	625	1	0.500	0.500	1	0.1
ta	624	2	0.750	1.000	1	0.15
ta	573	3	0.500	0.833	1	0.433
ta	572	1	0.000	0.500	1	0.2
ta	629	1	0.500	1.000	1	0.0
ta	1343	45	0.744	0.900	1	0.287
ta	577	5	0.100	0.400	1	0.1
ta	576	3	0.000	0.167	1	0.2
ta	1346	5	0.300	0.300	1	0.32
ta	574	29	0.845	0.966	1	0.279
ta	1326	6	0.667	0.750	1	0.283
ta	589	2	0.250	0.250	1	0.2
ta	594	2	0.750	1.000	1	0.3
ta	1408	1	0.500	0.500	1	0.49
ta	541	2	0.750	0.750	1	0.35
ta	597	2	0.250	0.250	1	0.25
ta	1370	1	1.000	1.000	1	0.4
ta	1325	5	0.500	0.800	1	0.28
ta	1373	1	0.500	0.500	many	0.564
ta	1375	1	0.500	0.500	0	0.1
ta	599	1	0.500	1.000	1	0.2
ta	1372	2	0.250	0.500	1	0.2
ta	508	18	0.361	0.611	1	0.206
ta	509	30	0.200	0.333	1	0.157
ta	506	13	0.308	0.462	1	0.192
ta	403	2	0.750	0.750	many	0.0
ta	504	1	1.000	1.000	1	0.2
ta	505	6	0.333	0.667	1	0.167
ta	502	7	0.786	0.929	1	0.357
ta	503	34	0.382	0.735	1	0.141
ta	500	3	0.667	0.833	1	0.567
ta	501	45	0.633	0.856	1	0.258
ta	630	3	0.167	0.333	1	0.167
ta	569	1	0.000	0.000	1	0.1
ta	632	1	0.500	1.000	1	0.0
ta	633	1	0.000	0.500	1	0.1
ta	634	1	1.000	1.000	1	0.4
ta	635	1	1.000	1.000	1	0.1
ta	755	6	0.250	0.417	many	0.4
ta	637	9	0.278	0.444	1	0.0
ta	1353	16	0.469	0.844	1	0.156
ta	561	21	0.738	0.810	1	0.252
ta	562	32	0.547	0.781	1	0.209
ta	1350	9	0.167	0.444	1	0.356
ta	1357	8	0.562	0.875	1	0.288
ta	565	36	0.583	0.861	1	0.3
ta	566	14	0.357	0.750	1	0.236
ta	1354	4	0.875	0.875	1	0.375
ta	507	4	0.375	0.750	1	0.325
ta	11	30	0.367	0.400	many	0.65
ta	1392	1	0.000	0.000	1	0.1
ta	538	1	0.000	0.000	1	0.0
ta	725	1	0.000	0.000	1	0.6
ta	1035	4	0.625	0.875	many	0.0
ta	631	1	0.500	0.500	1	0.2
ta	519	1	0.500	0.500	1	0.3
ta	1352	3	0.667	1.000	1	0.267
ta	605	1	0.500	0.500	1	0.0
ta	568	5	0.300	0.600	0	0.32
ta	153	7	0.429	0.714	1	0.0
ta	606	1	0.500	1.000	1	0.4
ta	559	4	0.250	0.375	1	0.3
ta	600	1	0.500	1.000	1	0.2
ta	602	11	0.045	0.273	1	0.182
ta	555	11	0.318	0.545	1	0.164
ta	554	74	0.304	0.459	1	0.216
ta	557	28	0.286	0.500	1	0.136
ta	556	1	0.500	1.000	1	0.3
ta	551	2	0.750	1.000	1	0.35
ta	550	32	0.422	0.703	1	0.244
ta	553	14	0.214	0.393	1	0.171
ta	552	1	0.000	0.000	1	0.1
ta	1358	1	0.000	1.000	1	0.2
ta	1378	1	0.500	0.500	1	0.2
ta	545	1	0.500	0.500	1	0.3
ta	518	2	0.250	0.250	1	0.25
ta	1390	1	0.000	0.500	1	0.2
ta	1366	6	0.667	0.833	1	0.267
ta	636	1	1.000	1.000	1	0.0
ta	1376	1	1.000	1.000	1	0.4
ta	1367	1	0.000	0.500	1	0.1
ta	1197	1	0.000	0.500	many	0.0
ta	231	1	1.000	1.000	many	0.0
ta	560	10	0.700	0.800	1	0.47
ta	471	85	0.512	0.612	1	0.549
ta	5	141	0.656	0.883	many	0.001
ta	639	1	0.500	0.500	1	0.0
ta	1362	6	0.167	0.500	1	0.0
ta	1363	3	0.333	0.500	1	0.267
ta	1351	2	0.250	0.500	1	0.3
ta	1295	8	0.250	0.312	many	0.0
ta	618	2	0.500	0.500	1	0.2
ta	619	4	0.375	0.375	1	0.35
ta	1360	3	0.333	0.333	1	0.233
ta	612	2	0.750	1.000	1	0.2
ta	613	2	1.000	1.000	1	0.4
ta	610	5	0.700	0.900	1	0.22
ta	611	2	0.250	0.750	1	0.3
ta	616	1	0.500	1.000	0	0.0
ta	617	7	0.429	0.786	1	0.2
ta	614	2	0.500	1.000	1	0.2
ta	1356	2	0.500	1.000	1	0.4
ta	1355	2	0.000	0.000	1	0.2
ta	489	94	0.676	0.894	1	0.616
ta	488	26	0.712	0.923	many	0.5
ta	487	4	0.500	0.875	1	0.2
ta	486	37	0.622	0.905	1	0.33
ta	485	3	0.000	0.167	1	0.033
ta	484	1	0.000	0.500	1	0.2
ta	483	6	0.250	0.417	1	0.233
ta	482	62	0.645	0.839	0	0.385
ta	481	13	0.423	0.654	1	0.208
ta	638	1	0.000	0.000	1	0.2
ta	479	1	0.500	1.000	1	0.3
ta	1384	1	1.000	1.000	1	0.688
ta	590	1	0.000	0.500	1	0.1
ta	609	1	0.500	1.000	1	0.0
ta	1341	1	1.000	1.000	1	0.5
ta	1382	1	1.000	1.000	1	0.1
ta	472	53	0.538	0.821	1	0.249
ta	473	540	0.376	0.781	1	0.173
ta	1364	7	0.429	0.643	1	0.214
ta	1365	9	0.167	0.222	1	0.211
ta	476	3	0.167	0.667	many	0.2
ta	477	4	0.250	0.250	1	0.225
ta	474	83	0.295	0.464	1	0.172
ta	475	10	0.750	0.950	1	0.27
ta	607	3	0.167	0.333	1	0.167
ta	478	49	0.367	0.582	many	0.0
ta	1361	2	0.500	0.750	1	0.15
ta	1368	1	0.500	1.000	1	0.3
ta	1369	3	0.167	0.333	1	0.133
ceb	3760	6	0.583	0.583	1	0.0
ceb	1167	12	0.417	0.458	1	0.0
ceb	1208	1	0.000	0.000	many	0.0
ceb	4391	1	0.500	0.500	1	0.0
ceb	4134	1	0.000	0.500	0	0.0
ceb	1169	8	0.625	0.625	many	0.0
ceb	3238	2	0.750	0.750	1	0.0
ceb	4372	58	0.457	0.483	many	0.0
ceb	1956	3	0.500	0.500	1	0.0
ceb	3693	3	0.167	0.333	0	0.0
ceb	4610	2	0.500	0.500	0	0.0
ceb	3697	6	0.500	0.500	0	0.0
ceb	3700	3	0.333	0.667	1	0.0
ceb	2543	19	0.684	0.737	1	0.0
ceb	3699	3	0.167	0.167	1	0.0
ceb	3701	1	0.500	0.500	0	0.0
ceb	3702	23	0.261	0.370	1	0.0
ceb	2003	4	1.000	1.000	many	0.0
ceb	3691	43	0.628	0.814	1	0.0
ceb	3692	54	0.463	0.611	0	0.0
ceb	4380	1	0.000	0.000	0	0.0
ceb	3694	9	0.833	0.833	1	0.0
ceb	3695	12	0.333	0.458	1	0.0
ceb	3696	59	0.729	0.729	1	0.0
ceb	4142	174	0.438	0.498	many	0.0
ceb	1111	3	0.000	0.333	0	0.0
ceb	730	1	0.500	0.500	many	0.0
ceb	1113	20	0.400	0.650	0	0.0
ceb	1112	32	0.562	0.562	1	0.0
ceb	1114	17	0.382	0.529	1	0.0
ceb	1982	1	0.000	0.000	many	0.0
ceb	349	1	0.500	0.500	many	0.0
ceb	4499	40	0.475	0.738	1	0.0
ceb	4498	6	0.333	0.750	1	0.0
ceb	3812	2	0.750	0.750	0	0.0
ceb	3698	1	0.500	1.000	1	0.0
ceb	3837	498	0.698	0.929	1	0.0
ceb	4056	8	0.750	0.750	0	0.14
ceb	300	1	0.000	0.000	many	0.0
ceb	301	116	0.586	0.841	1	0.0
ceb	2888	1	0.500	0.500	0	0.0
ceb	3689	1	0.500	0.500	0	0.0
ceb	1955	119	0.597	0.605	many	0.0
ceb	1954	103	0.602	0.646	1	0.0
ceb	1957	1	0.500	1.000	0	0.0
ceb	1985	1	0.000	0.500	1	0.0
ceb	1953	15	0.833	0.833	1	0.395
ceb	4609	3	0.667	0.667	1	0.0
ceb	91	75	0.773	0.807	many	0.0
ceb	4373	11	0.545	0.545	1	0.0
ceb	4370	29	0.397	0.534	0	0.0
ceb	4371	55	0.491	0.745	1	0.0
ceb	4376	5	0.500	0.600	1	0.0
ceb	1958	3	0.500	0.500	many	0.0
ceb	4374	7	0.571	0.571	1	0.0
ceb	4375	16	0.438	0.500	0	0.0
ceb	4057	1	0.000	0.500	0	0.0
ceb	1990	1	0.500	0.500	1	0.0
ceb	1993	4	0.250	0.375	many	0.0
ceb	3688	2	0.500	0.750	0	0.0
ceb	4079	9	0.944	1.000	1	0.0
ceb	4078	22	0.386	0.523	0	0.0
ceb	1997	1	0.500	0.500	0	0.0
ceb	2895	275	0.420	0.487	many	0.0
ceb	2894	87	0.506	0.546	many	0.0
ceb	2897	1003	0.739	0.756	many	0.0
ceb	2544	1	0.000	0.500	1	0.0
ceb	3441	5	0.300	0.400	0	0.0
ceb	4378	3	0.667	0.833	0	0.0
ceb	3443	1	1.000	1.000	0	0.0
ceb	4520	1	0.000	0.000	1	0.0
ceb	2558	2	0.750	0.750	1	0.0
ceb	355	43	0.593	0.663	many	0.0
ceb	4379	1	0.500	0.500	0	0.0
ceb	350	342	0.382	0.507	many	0.0
ceb	4377	3	0.667	0.667	1	0.0
ceb	2896	1	0.500	0.500	1	0.0
ceb	4418	1	0.500	0.500	0	0.0
ceb	4077	55	0.509	0.509	1	0.0
ceb	359	1	1.000	1.000	many	0.0
ceb	1109	184	0.500	0.802	many	0.0
yo	3232	1	0.000	0.000	many	0.0
yo	4046	5	1.000	1.000	1	0.0
yo	5369	2	1.000	1.000	0	0.0
yo	2848	56	0.580	0.634	0	0.0
yo	2714	6	0.000	0.250	0	0.0
yo	4485	268	0.819	0.976	0	0.0
yo	3690	1	0.500	0.500	1	0.0
yo	5310	16	0.438	0.656	1	0.0
yo	3687	1	1.000	1.000	0	0.0
yo	2854	1	0.000	0.000	0	0.0
yo	5409	2	1.000	1.000	0	0.0
yo	1808	10	0.750	0.850	0	0.0
yo	5217	32	0.844	0.969	0	0.0
yo	5322	2	0.500	0.500	1	0.0
yo	3686	1	0.000	0.000	0	0.0
yo	3237	5	0.400	0.400	1	0.0
yo	4663	1	0.500	0.500	0	0.0
yo	3650	1	0.000	0.000	0	0.0
yo	1503	8	0.000	0.000	0	0.0
yo	2038	33	0.000	0.000	0	0.508
de	2658	4	0.750	1.000	1	0.375
de	669	32	0.516	0.703	1	0.0
de	2653	1	0.500	1.000	1	0.5
de	1612	5	0.600	0.700	many	0.433
de	2651	1	0.000	0.000	1	0.5
de	2657	1	1.000	1.000	1	0.6
de	2656	1	0.000	0.500	1	0.4
de	2655	1	0.500	1.000	1	0.5
de	219	44	0.602	0.909	0	0.589
de	40	91	0.670	0.890	1	0.538
de	41	357	0.644	0.894	1	0.3
de	1544	1	0.500	0.500	1	0.4
de	3254	1	0.500	1.000	0	0.5
de	2481	24	0.542	0.771	many	0.0
de	2154	1	1.000	1.000	1	0.6
de	2155	4	0.375	0.750	1	0.6
de	2156	75	0.687	0.907	1	0.475
de	2150	1	0.500	1.000	1	0.6
de	2151	5	0.600	0.900	1	0.46
de	2152	2	0.750	1.000	1	0.3
de	2153	2	0.250	0.500	1	0.45
de	2158	4	0.625	0.875	1	0.45
de	2159	3	0.667	0.667	0	0.633
de	715	2	0.250	0.750	1	0.0
de	678	1	1.000	1.000	1	0.6
de	679	2	0.500	0.750	1	0.35
de	674	248	0.645	0.891	1	0.0
de	675	1	1.000	1.000	1	0.4
de	2707	11	0.273	0.318	0	0.167
de	677	18	0.667	0.917	1	0.506
de	670	30	0.350	0.783	1	0.493
de	671	75	0.693	0.867	1	0.463
de	672	6	0.667	0.917	1	0.576
de	673	1	0.000	1.000	1	0.4
de	2654	1	0.000	0.500	1	0.3
de	51	6	0.500	1.000	1	0.367
de	50	15	0.500	0.867	1	0.493
de	1752	1	0.000	0.500	many	0.6
de	2147	8	0.562	0.875	1	0.588
de	2146	118	0.631	0.928	1	0.449
de	2145	1	0.500	0.500	1	0.3
de	2144	2	0.750	0.750	1	0.2
de	2143	5	0.400	0.800	0	0.2
de	2142	13	0.577	0.962	1	0.431
de	2140	9	0.611	0.944	1	0.422
de	1663	67	0.597	0.866	0	0.0
de	2149	7	0.500	0.714	1	0.443
de	2148	11	0.500	0.636	many	0.542
de	1480	8	0.562	0.688	1	0.392
de	274	6	0.750	0.917	many	0.4
de	277	19	0.789	0.921	0	0.0
de	3033	1	1.000	1.000	0	0.5
de	1652	1	0.500	0.500	many	0.0
de	2832	3	0.500	0.833	1	0.0
de	1434	4	0.750	1.000	many	0.6
de	38	24	0.458	0.917	0	0.533
de	2652	1	0.500	1.000	1	0.1
de	1431	12	0.458	0.875	1	0.0
de	2575	3	0.000	0.500	0	0.0
de	37	13	0.538	0.731	1	0.346
de	3093	3	1.000	1.000	1	0.533
de	3091	6	0.417	0.750	1	0.517
de	2169	1	0.500	1.000	1	0.0
de	3097	2	0.750	1.000	1	0.3
de	3094	16	0.625	0.844	1	0.569
de	3095	2	0.000	0.750	0	0.15
de	2165	2	0.500	0.750	1	0.5
de	3098	1	0.500	1.000	0	0.4
de	2166	3	0.500	1.000	1	0.367
de	2161	3	0.667	0.833	1	0.633
de	2160	2	0.500	0.750	0	0.0
de	2163	1	0.000	0.500	1	0.1
de	2162	3	0.333	0.833	1	0.267
de	1873	1	0.500	0.500	1	0.0
de	3368	1	0.500	1.000	1	0.6
de	3369	1	0.000	1.000	1	0.4
de	3366	23	0.804	1.000	1	0.491
de	3367	4	0.750	1.000	1	0.575
de	3089	7	0.857	1.000	0	0.001
de	2130	5	0.300	0.900	many	0.36
de	1505	2	0.000	0.250	1	0.3
de	39	21	0.690	0.952	1	0.448
de	225	4	0.875	1.000	many	0.533
de	1912	1	0.000	0.500	many	0.5
de	3375	3	0.500	0.667	0	0.2
de	3374	4	0.625	0.750	1	0.4
de	3373	5	0.800	1.000	many	0.6
de	3372	5	0.300	1.000	1	0.58
de	3371	9	0.278	0.611	1	0.65
de	3370	20	0.700	0.975	1	0.51
de	1104	1	0.500	1.000	1	0.0
de	390	1	1.000	1.000	many	0.0
de	2128	19	0.342	0.526	many	0.384
de	2639	2	0.750	1.000	1	0.5
de	2635	3	0.667	0.833	1	0.533
de	2637	1	0.500	0.500	0	0.4
de	2636	2	0.750	1.000	1	0.4
de	2949	2	1.000	1.000	1	0.333
de	3731	1	1.000	1.000	0	0.4
de	2136	25	0.500	0.900	1	0.448
de	2137	3	0.500	0.833	1	0.433
de	2134	53	0.585	0.925	1	0.604
de	2135	1	0.500	1.000	1	0.4
de	2132	15	0.800	0.933	1	0.52
de	2133	16	0.438	0.812	1	0.512
de	48	385	0.713	0.922	1	0.595
de	49	1	0.500	0.500	1	0.4
de	46	1	0.500	1.000	0	0.3
de	44	50	0.540	0.780	1	0.336
de	45	32	0.562	0.969	1	0.537
de	42	70	0.736	0.886	1	0.461
de	43	16	0.531	0.844	1	0.0
de	2138	13	0.346	0.808	1	0.392
de	2139	39	0.513	0.923	1	0.472
de	2036	20	0.600	0.700	1	0.507
de	3096	18	0.583	0.806	0	0.539
de	676	3	0.500	0.667	1	0.367
de	2648	1	1.000	1.000	many	0.4
de	2640	1	0.500	0.500	1	0.3
de	2641	1	0.500	1.000	1	0.2
de	2642	2	0.250	0.500	1	0.4
