lang	worker	num_hits	quality	quality_syn	num_langs	goog
pa	23	49	0.622	0.633	many	0.0
pa	4147	3	0.000	0.000	0	0.0
pa	4146	49	0.959	1.000	1	0.0
pa	1612	120	0.929	0.979	many	0.433
pa	3898	525	0.750	0.752	many	0.0
pa	3899	53	0.934	0.981	1	0.0
pa	254	5	0.900	0.900	many	0.0
pa	14	3	0.167	0.167	many	0.0
pa	3897	13	0.923	1.000	1	0.0
pa	2013	2	0.000	0.000	0	0.0
pa	3959	1	0.000	0.500	0	0.0
pa	3763	2	0.750	1.000	1	0.0
pa	4150	4	1.000	1.000	0	0.0
pa	2854	3	1.000	1.000	0	0.0
pa	4618	4	0.750	0.750	1	0.0
pa	4622	1	0.000	0.000	0	0.0
pa	3330	1	1.000	1.000	1	0.0
pa	4468	2	0.500	0.500	0	0.0
pa	242	64	0.930	0.977	many	0.0
pa	227	286	0.726	0.727	many	0.0
pa	3286	2	0.750	1.000	0	0.0
pa	3285	324	0.989	0.997	1	0.0
pa	3284	14	0.893	1.000	0	0.0
pa	3282	37	0.878	0.932	0	0.0
pa	3281	1	0.000	0.000	0	0.0
pa	3280	200	0.930	0.998	1	0.0
pa	4152	4	1.000	1.000	1	0.0
pa	4619	2	1.000	1.000	1	0.0
pa	1027	84	0.839	0.893	many	0.0
pa	4151	2	1.000	1.000	0	0.0
pa	3229	9	0.556	0.611	0	0.0
pa	1640	113	0.978	1.000	1	0.0
pa	4529	1	0.000	0.000	0	0.0
pa	4434	42	0.881	1.000	0	0.0
pa	1843	26	0.942	0.942	many	0.0
pa	1048	18	0.889	0.972	1	0.0
pa	3287	1	1.000	1.000	1	0.0
pa	4534	1	0.500	1.000	0	0.0
pa	2108	1	0.000	0.000	0	0.0
pa	4535	1	0.000	0.000	0	0.0
pa	4734	3	1.000	1.000	1	0.0
pa	2104	1	0.000	0.000	many	0.0
war	4056	62	0.565	0.685	0	0.14
war	1984	692	0.762	0.934	1	0.0
war	2003	3	0.500	1.000	many	0.0
war	2717	1	0.000	0.000	1	0.0
war	1171	1243	0.715	0.866	1	0.0
war	5039	31	0.613	0.726	0	0.0
war	2894	1	0.000	0.000	many	0.0
war	4099	2	0.250	0.500	0	0.0
war	3441	315	0.525	0.821	0	0.0
war	4684	303	0.851	0.955	0	0.0
war	3443	1	0.500	1.000	0	0.0
war	3442	2	0.750	0.750	0	0.0
war	730	8	0.625	0.750	many	0.0
war	4685	5	0.900	0.900	0	0.0
war	350	4	0.500	0.500	many	0.0
war	91	971	0.842	0.952	many	0.0
war	5100	4	0.500	0.625	0	0.0
war	3720	42	0.155	0.226	0	0.0
war	349	5	0.500	0.800	many	0.0
war	1109	55	0.709	0.845	many	0.0
pl	3490	1	0.500	0.500	0	0.2
pl	3259	53	0.302	0.566	1	0.0
pl	3489	1	0.000	0.000	0	0.3
pl	3488	6	0.667	0.917	1	0.35
pl	3481	40	0.700	0.863	1	0.453
pl	3483	14	0.286	0.357	0	0.4
pl	3482	2	0.000	0.250	1	0.5
pl	3485	1	0.000	0.500	1	0.1
pl	3484	1	0.500	1.000	1	0.5
pl	3487	61	0.721	0.902	1	0.477
pl	3486	23	0.370	0.457	1	0.383
pl	4239	40	0.775	0.975	1	0.567
pl	4238	4	0.000	0.250	1	0.35
pl	2979	68	0.787	0.934	1	0.471
pl	4407	1	0.500	0.500	1	0.4
pl	829	35	0.757	0.929	1	0.543
pl	828	7	0.857	1.000	0	0.586
pl	825	3	1.000	1.000	1	0.233
pl	824	48	0.438	0.802	1	0.365
pl	827	31	0.435	0.806	1	0.329
pl	826	187	0.799	0.947	1	0.467
pl	274	2	0.750	0.750	many	0.4
pl	110	1	0.500	0.500	1	0.5
pl	3147	4	0.500	0.750	1	0.25
pl	3148	3	0.667	0.833	0	0.667
pl	3149	158	0.832	0.994	many	0.475
pl	3675	1	0.000	0.500	1	0.475
pl	3475	8	0.250	0.562	0	0.412
pl	3476	27	0.537	0.796	1	0.437
pl	831	1	0.000	0.000	many	0.444
pl	3478	24	0.458	0.688	1	0.496
pl	3479	11	0.455	0.500	1	0.436
pl	2268	9	0.722	1.000	1	0.322
pl	2269	50	0.750	0.920	1	0.456
pl	2262	1	0.000	0.500	1	0.2
pl	2263	506	0.772	0.931	1	0.491
pl	2260	192	0.643	0.919	1	0.448
pl	2261	11	0.545	0.955	1	0.391
pl	2266	5	0.900	1.000	1	0.62
pl	2267	16	0.438	0.875	1	0.344
pl	2264	8	0.188	0.312	1	0.425
pl	2265	45	0.622	0.833	1	0.469
pl	108	5	0.700	0.800	1	0.56
pl	3150	1	0.000	0.000	1	0.5
pl	4112	1	0.000	0.000	1	0.4
pl	4113	3	0.667	0.667	1	0.5
pl	4110	3	0.667	0.667	1	0.2
pl	4111	7	0.571	0.857	1	0.571
pl	107	8	0.438	0.750	1	0.475
pl	2271	3	0.333	0.333	1	0.333
pl	2270	2	0.500	0.750	1	0.3
pl	2272	2	0.000	0.000	1	0.0
pl	109	81	0.716	0.920	1	0.533
pl	4183	2	0.500	1.000	1	0.5
pl	4182	1	0.000	0.000	1	0.6
pl	4185	1	0.000	0.500	1	0.5
pl	4184	2	0.500	0.750	1	0.6
pl	4186	2	0.500	0.750	1	0.25
pl	4105	4	0.500	0.750	1	0.35
pl	4104	2	0.250	0.750	1	0.35
pl	4107	15	0.500	0.800	1	0.413
pl	4106	1	0.500	1.000	1	0.5
pl	4109	2	0.000	0.250	0	0.4
pl	4108	9	0.778	0.833	1	0.522
pl	3878	19	0.789	0.895	1	0.521
pl	3879	116	0.401	0.677	1	0.491
pl	3877	29	0.431	0.655	1	0.524
pl	3880	11	0.682	0.818	0	0.5
pl	3883	201	0.786	0.950	1	0.473
pl	3882	2	0.750	0.750	1	0.55
pl	4076	1	0.000	0.000	0	0.6
pl	3373	1	0.500	1.000	many	0.6
pl	2734	2	0.500	0.500	1	0.3
pl	2735	1	0.000	0.500	1	0.6
pl	2732	2	0.250	0.250	1	0.3
pl	2733	2	0.250	0.250	1	0.3
pl	4088	20	0.475	0.775	0	0.677
pl	4242	3	0.667	0.833	0	0.433
pl	4240	10	0.850	1.000	1	0.44
pl	4241	3	0.500	0.667	1	0.267
pl	41	1246	0.803	0.964	1	0.3
pl	830	6	0.583	1.000	0	0.5
pl	3477	25	0.580	0.800	1	0.368
pl	2125	15	0.000	0.367	1	0.0
pl	2082	7	0.429	0.643	many	0.341
pl	4011	1	0.000	0.000	0	0.2
pl	4010	1	0.500	1.000	1	0.2
pl	682	1	0.500	1.000	many	0.62
hy	5534	1	0.000	0.000	1	0.1
hy	5216	19	0.763	0.842	1	0.295
hy	3679	1	0.000	0.000	0	0.0
hy	5334	1	0.500	0.500	1	0.2
hy	5444	4	0.500	1.000	1	0.25
hy	5274	117	0.782	0.902	1	0.409
hy	4824	29	0.621	0.690	many	0.359
hy	5455	1	0.000	0.500	0	0.2
hy	4497	3	1.000	1.000	1	0.367
hy	5065	6	0.833	1.000	0	0.35
hy	5064	17	0.971	0.971	1	0.412
hy	3836	2	0.000	0.000	0	0.0
hy	4270	37	0.757	0.878	1	0.2
hy	4255	5	0.000	0.000	many	0.0
hy	2854	1	0.500	0.500	0	0.0
hy	5321	1	0.000	0.000	0	0.0
hy	5510	1	0.000	0.000	0	0.0
hy	3392	2	0.000	0.000	many	0.64
hy	4661	1	0.500	1.000	1	0.1
hy	4662	1	0.000	0.000	1	0.0
hy	3684	10	0.800	0.850	1	0.29
hy	5625	2	0.250	0.250	0	0.5
hy	2104	6	0.000	0.000	many	0.0
hr	2873	8	0.312	0.750	1	0.583
hr	2581	1	0.500	1.000	0	0.4
hr	3510	20	0.600	0.900	0	0.0
hr	113	1	1.000	1.000	many	0.0
hr	763	2	0.000	0.250	many	0.0
hr	2739	1	1.000	1.000	0	0.5
hr	3505	1	0.500	1.000	1	0.6
hr	1876	9	0.611	0.722	1	0.415
hr	114	180	0.508	0.825	1	0.519
hr	130	194	0.562	0.791	1	0.584
hr	1908	4	0.875	0.875	many	0.0
hr	112	128	0.648	0.887	many	0.0
hr	1905	6	0.750	1.000	many	0.633
hr	1890	2	0.250	0.500	1	0.0
hr	3504	7	0.714	1.000	many	0.548
hr	3387	47	0.574	0.830	0	0.631
hr	2880	31	0.645	0.887	many	0.0
hr	1092	19	0.526	0.711	0	0.0
hr	834	7	0.214	0.429	many	0.0
hr	3235	8	0.688	0.750	many	0.0
hr	3122	13	0.385	0.808	1	0.567
hr	3512	1	0.500	0.500	0	0.3
hr	3511	1	0.000	0.500	1	0.3
hr	2328	45	0.533	0.822	0	0.617
hr	2336	1	0.500	1.000	many	0.0
hr	1947	7	0.500	0.714	many	0.0
hr	289	11	0.273	0.318	0	0.204
hr	288	5	0.700	0.900	many	0.0
hr	6	199	0.055	0.065	many	0.018
hr	9	10	0.400	0.550	1	0.035
hr	280	53	0.708	0.934	1	0.0
hr	283	83	0.651	0.837	1	0.0
hr	282	38	0.434	0.724	many	0.0
hr	286	1	0.500	0.500	many	0.5
hr	1094	126	0.540	0.806	many	0.486
hr	3508	2	1.000	1.000	0	0.0
hr	2875	10	0.650	0.900	1	0.0
hr	3662	1	0.500	1.000	0	0.2
hr	2280	103	0.578	0.811	many	0.53
hr	2741	1	0.500	1.000	0	0.0
hr	1951	1	0.500	0.500	many	0.0
hr	1950	381	0.675	0.949	many	0.0
hr	1889	4	0.500	0.625	1	0.0
hr	128	21	0.643	0.833	1	0.479
hr	129	131	0.576	0.813	many	0.639
hr	3173	2	0.750	1.000	many	0.0
hr	3175	1	0.500	1.000	0	0.0
hr	1882	5	0.400	0.700	many	0.0
hr	2275	257	0.521	0.839	0	0.623
hr	2276	237	0.580	0.850	many	0.684
hr	2217	7	0.786	0.857	1	0.58
hr	2335	1	1.000	1.000	1	0.51
hr	2127	42	0.619	0.869	many	0.0
hr	1559	3	0.333	0.500	many	0.533
hr	2339	29	0.672	0.828	many	0.675
hr	3502	79	0.576	0.791	0	0.419
hr	3503	85	0.512	0.735	0	0.479
hr	2279	12	0.625	0.875	1	0.533
hr	2278	16	0.500	0.875	1	0.412
hr	3506	88	0.631	0.875	0	0.0
hr	3507	13	0.577	0.692	0	0.438
hr	2740	1	0.000	0.500	0	0.1
hr	297	4	0.875	1.000	many	0.0
hr	2536	160	0.603	0.819	0	0.3
ht	3758	1	1.000	1.000	0	0.0
ht	4659	1	1.000	1.000	1	0.0
ht	5440	103	0.675	0.942	0	0.0
ht	5298	1	0.500	1.000	0	0.0
ht	4267	1	0.500	1.000	1	0.0
ht	4088	47	0.617	0.915	0	0.677
ht	2869	49	0.531	0.806	0	0.0
ht	5179	36	0.500	0.806	0	0.65
ht	5178	65	0.600	0.800	0	0.0
ht	4243	140	0.579	0.814	many	0.0
ht	5419	1	0.500	0.500	1	0.0
ht	130	6	0.417	0.667	1	0.584
ht	3128	1	0.500	0.500	0	0.25
ht	5214	1	0.500	0.500	0	0.0
ht	5215	1	0.500	0.500	1	0.0
ht	5316	2	0.500	0.750	1	0.0
ht	1925	2	0.750	1.000	0	0.0
ht	1927	18	0.528	0.750	1	0.0
ht	1928	1	1.000	1.000	many	0.444
ht	1929	5	0.500	0.600	0	0.0
ht	4072	1	1.000	1.000	1	0.0
ht	5076	129	0.602	0.765	many	0.0
ht	3677	1	1.000	1.000	0	0.0
ht	4800	15	0.700	0.767	0	0.525
ht	4871	6	0.667	0.750	1	0.0
ht	5416	15	0.600	0.867	0	0.0
ht	5417	3	0.333	0.667	0	0.0
ht	3470	1	0.000	0.000	0	0.333
ht	141	1	0.500	0.500	1	0.6
ht	4909	9	0.778	0.778	0	0.406
ht	3794	75	0.511	0.793	0	0.0
ht	4288	4	0.375	0.625	0	0.0
ht	5062	1	0.500	0.500	1	0.0
ht	5317	13	0.346	0.769	1	0.0
ht	4049	1	0.000	0.000	0	0.0
ht	5315	13	0.538	0.654	0	0.0
ht	1	105	0.614	0.743	1	0.0
ht	4268	2	0.500	0.500	0	0.0
ht	2188	1	0.500	0.500	1	0.45
ht	2276	13	0.577	0.769	many	0.684
ht	2240	9	0.611	0.833	0	0.0
ht	4092	23	0.478	0.935	0	0.579
ht	2871	8	0.625	0.812	1	0.0
ht	3676	1	0.000	0.500	1	0.0
ht	5061	1	0.500	1.000	0	0.0
ht	4817	319	0.694	0.743	1	0.102
ht	5420	1	0.500	0.500	0	0.0
ht	2851	2	0.500	0.500	1	0.0
ht	4250	5	0.500	0.700	0	0.0
ht	2888	1	1.000	1.000	0	0.0
ht	5319	2	0.500	0.500	1	0.0
ht	1932	1	0.500	0.500	1	0.2
ht	1931	4	0.250	0.250	1	0.0
ht	1930	5	0.500	1.000	1	0.0
ht	73	8	0.562	0.812	1	0.14
ht	2850	2	0.500	0.500	1	0.0
ht	4606	3	0.500	0.833	many	0.0
ht	4607	2	0.250	0.500	0	0.0
ht	4197	2	0.750	0.750	0	0.0
ht	3158	24	0.750	0.958	0	0.342
ht	4870	3	0.667	0.833	1	0.0
ht	4714	471	0.508	0.809	0	0.0
ht	4715	5	0.400	0.800	0	0.0
ht	4716	14	0.536	0.714	1	0.0
ht	3547	14	0.607	0.750	1	0.4
ht	5366	22	0.864	0.932	1	0.0
ht	4171	30	0.550	0.750	0	0.617
ht	5365	1	0.000	0.500	0	0.0
ht	3423	2	0.250	0.250	0	0.0
ht	4131	1	0.500	0.500	0	0.0
ht	5081	2	0.750	1.000	0	0.0
ht	5080	332	0.548	0.807	0	0.506
ht	4071	1	1.000	1.000	1	0.0
ht	4114	1	1.000	1.000	1	0.624
ht	3506	112	0.616	0.835	0	0.0
ht	293	3	0.667	0.667	1	0.0
ht	1106	4	0.625	0.875	1	0.0
ht	1104	2	0.500	0.500	1	0.0
ht	5418	2	1.000	1.000	1	0.0
ht	5318	1	1.000	1.000	0	0.0
ht	4416	1	1.000	1.000	0	0.0
ht	4567	1	0.000	0.500	0	0.0
ht	2530	98	0.480	0.658	1	0.0
ht	5367	2	0.750	1.000	0	0.0
ht	4957	1	0.000	0.500	0	0.0
hu	2736	1	1.000	1.000	0	0.0
hu	2348	2	0.500	0.500	1	0.55
hu	115	74	0.405	0.527	1	0.346
hu	4103	162	0.472	0.586	many	0.573
hu	116	1	1.000	1.000	1	0.2
hu	1944	3	0.500	0.500	many	0.633
hu	4008	5	0.500	0.600	0	0.6
hu	3519	35	0.543	0.714	1	0.366
hu	3518	4	0.875	0.875	0	0.325
hu	836	44	0.443	0.614	0	0.616
hu	837	3	0.333	1.000	1	0.5
hu	1107	3	0.000	0.167	0	0.6
hu	3513	37	0.338	0.581	1	0.438
hu	838	149	0.487	0.792	1	0.386
hu	839	25	0.560	0.800	1	0.492
hu	3517	26	0.577	0.846	1	0.281
hu	3516	4	0.750	0.875	1	0.45
hu	4143	3	0.333	0.667	1	0.533
hu	3514	95	0.526	0.768	0	0.444
hu	2743	12	0.292	0.542	1	0.425
hu	2742	4	1.000	1.000	1	0.325
hu	2744	1	0.000	0.000	0	0.4
hu	219	2	0.250	0.250	0	0.589
hu	2077	37	0.378	0.568	1	0.597
hu	2076	11	0.364	0.409	many	0.65
hu	2288	287	0.779	0.923	1	0.385
hu	2281	670	0.625	0.863	1	0.394
hu	2282	1	1.000	1.000	1	0.5
hu	2284	37	0.378	0.635	1	0.37
hu	2285	1	0.500	1.000	1	0.4
hu	3740	1	1.000	1.000	0	0.5
hu	4117	223	0.352	0.765	1	0.311
hu	4018	2	0.750	1.000	0	0.25
hu	3157	723	0.646	0.816	1	0.571
hu	3156	63	0.754	0.952	1	0.432
hu	3520	1	1.000	1.000	0	0.6
hu	3521	2	0.250	0.750	1	0.25
hu	1913	14	0.571	0.714	1	0.631
hu	3158	4	0.250	0.250	0	0.342
hu	2276	405	0.484	0.647	many	0.684
hu	841	1	0.500	0.500	1	0.3
hu	1643	478	0.552	0.869	1	0.35
hu	840	14	0.500	0.821	1	0.371
hu	3785	2	0.500	0.500	0	0.65
hu	4017	8	0.625	0.812	0	0.462
hu	866	8	0.562	0.625	many	0.3
hu	2208	12	0.500	0.792	0	0.6
hu	3515	1	0.500	0.500	1	0.2
hu	1686	35	0.529	0.600	1	0.493
hu	2355	3	0.667	1.000	1	0.567
hi	1788	59	0.542	0.788	many	0.0
hi	217	40	0.362	0.562	0	0.0
hi	229	11	0.500	0.864	1	0.0
hi	1789	5	0.700	0.800	0	0.2
hi	1780	98	0.362	0.495	1	0.0
hi	1781	15	0.667	0.833	1	0.0
hi	1782	4	0.750	1.000	1	0.0
hi	1783	46	0.478	0.674	1	0.0
hi	1784	6	0.583	0.667	1	0.0
hi	1785	26	0.462	0.635	many	0.0
hi	218	18	0.389	0.611	1	0.0
hi	219	36	0.292	0.528	0	0.589
hi	1869	1	1.000	1.000	1	0.0
hi	1868	4	0.500	0.750	1	0.0
hi	1775	2	0.500	0.500	0	0.0
hi	1774	114	0.580	0.842	many	0.0
hi	1777	23	0.370	0.543	0	0.0
hi	1776	23	0.370	0.543	1	0.0
hi	2521	1	0.500	0.500	0	0.0
hi	1837	1	1.000	1.000	0	0.0
hi	1773	10	0.400	0.550	1	0.0
hi	1835	11	0.273	0.545	many	0.0
hi	1076	1	1.000	1.000	1	0.0
hi	1029	1	0.000	0.000	1	0.4
hi	1838	2	0.500	1.000	0	0.0
hi	1839	6	0.333	0.583	1	0.0
hi	1779	1	0.000	0.000	1	0.0
hi	1778	39	0.526	0.718	1	0.0
hi	1070	2	0.500	0.750	many	0.0
hi	1071	2	0.750	0.750	1	0.0
hi	344	1	0.000	0.000	many	0.4
hi	1263	12	0.500	0.625	many	0.0
hi	1078	1	0.500	1.000	1	0.0
hi	1801	24	0.458	0.667	1	0.0
hi	1464	22	0.364	0.568	1	0.0
hi	812	7	0.214	0.357	1	0.0
hi	1079	1	0.500	0.500	1	0.0
hi	1771	1	1.000	1.000	0	0.0
hi	1463	2	0.750	1.000	1	0.0
hi	1799	13	0.462	0.500	many	0.0
hi	1798	5	0.300	0.500	0	0.0
hi	398	3	0.333	0.500	1	0.0
hi	1793	3	0.167	0.500	0	0.0
hi	1792	33	0.515	0.803	many	0.0
hi	1791	33	0.364	0.515	many	0.0
hi	1790	1	0.000	0.000	1	0.0
hi	1797	23	0.130	0.457	1	0.0
hi	1796	6	0.583	0.750	1	0.0
hi	1795	16	0.375	0.500	0	0.54
hi	1794	2	0.750	1.000	many	0.0
hi	263	3	0.833	1.000	1	0.0
hi	262	2	0.000	1.000	many	0.0
hi	261	5	0.500	0.800	1	0.0
hi	260	1	0.500	0.500	0	0.0
hi	267	4	0.750	1.000	1	0.0
hi	1786	72	0.250	0.410	many	0.0
hi	265	4	0.125	0.375	1	0.0
hi	264	1	0.000	0.500	0	0.0
hi	269	1	1.000	1.000	1	0.0
hi	1787	5	0.000	0.200	1	0.0
hi	14	7	0.214	0.571	many	0.0
hi	1069	1	0.000	0.000	1	0.0
hi	1068	5	0.500	0.700	1	0.0
hi	1829	7	0.214	0.429	0	0.0
hi	1828	11	0.773	0.909	1	0.0
hi	1825	4	0.375	0.500	1	0.0
hi	1824	3	0.333	0.333	0	0.0
hi	1827	12	0.458	0.792	1	0.0
hi	1826	10	0.700	0.750	1	0.0
hi	1821	5	0.400	0.700	1	0.0
hi	1820	3	0.333	0.500	0	0.0
hi	1823	2	0.750	1.000	1	0.0
hi	1822	19	0.263	0.500	many	0.091
hi	1060	1	0.000	0.000	1	0.0
hi	415	3	0.333	0.667	many	0.0
hi	1804	2	0.000	0.750	1	0.0
hi	216	4	0.500	0.750	1	0.0
hi	141	2	0.000	0.000	1	0.6
hi	373	1	0.500	0.500	1	0.0
hi	1046	5	0.400	0.700	1	0.0
hi	1663	2	0.250	0.250	0	0.0
hi	1063	1	1.000	1.000	many	0.0
hi	376	8	0.625	0.938	many	0.0
hi	1128	1	0.000	0.500	many	0.0
hi	1086	1	0.500	0.500	0	0.0
hi	1085	1	1.000	1.000	1	0.0
hi	1084	1	0.500	0.500	1	0.0
hi	1083	2	1.000	1.000	1	0.0
hi	1082	3	0.667	0.667	1	0.0
hi	1081	1	0.500	1.000	1	0.0
hi	1080	1	1.000	1.000	0	0.0
hi	1065	3	0.333	0.500	many	0.0
hi	311	32	0.500	0.688	many	0.0
hi	1124	2	0.250	0.250	1	0.0
hi	315	1	0.000	0.000	1	0.0
hi	1064	1	0.000	0.000	0	0.0
hi	270	1	0.000	0.000	many	0.4
hi	271	1	0.000	0.500	1	0.0
hi	272	1	0.000	1.000	1	0.0
hi	273	3	0.333	0.833	1	0.0
hi	274	6	0.333	0.667	many	0.4
hi	275	1	0.500	0.500	1	0.6
hi	276	1	0.000	0.000	1	0.0
hi	277	4	0.250	0.500	0	0.0
hi	1066	3	0.000	0.167	many	0.0
hi	770	1	0.500	1.000	many	0.0
hi	1858	1	0.000	0.500	0	0.0
hi	1859	7	0.500	1.000	0	0.0
hi	268	1	1.000	1.000	1	0.0
hi	1074	4	0.500	0.625	1	0.0
hi	1812	10	0.600	0.650	1	0.0
hi	1850	3	0.667	0.833	1	0.0
hi	1851	1	0.500	0.500	0	0.0
hi	1852	2	0.500	0.500	1	0.0
hi	1853	1	0.000	0.000	1	0.0
hi	1854	2	0.500	0.500	1	0.0
hi	1855	4	0.000	0.250	many	0.186
hi	1856	3	0.167	0.667	0	0.0
hi	1857	8	0.562	0.750	1	0.0
hi	1090	1	0.500	1.000	1	0.0
hi	1018	20	0.575	0.800	1	0.0
hi	1019	2	0.000	0.750	1	0.285
hi	368	2	0.750	1.000	1	0.0
hi	1014	114	0.325	0.518	1	0.0
hi	1015	4	0.625	0.875	1	0.0
hi	1016	1	0.000	0.500	0	0.0
hi	1017	43	0.523	0.651	1	0.0
hi	1010	30	0.200	0.417	1	0.0
hi	1011	2	0.500	1.000	1	0.0
hi	1012	31	0.306	0.452	1	0.0
hi	1013	18	0.556	0.667	many	0.0
hi	1832	2	0.500	0.750	1	0.0
hi	1833	3	0.167	0.333	1	0.0
hi	1772	19	0.421	0.500	1	0.0
hi	1050	1	1.000	1.000	1	0.0
hi	26	15	0.333	0.533	many	0.237
hi	245	14	0.500	0.821	0	0.0
hi	244	2	0.750	1.000	1	0.0
hi	247	3	0.333	0.500	1	0.0
hi	246	26	0.500	0.673	0	0.0
hi	241	4	0.625	0.875	1	0.0
hi	240	2	0.500	0.750	1	0.0
hi	243	7	0.357	0.571	many	0.66
hi	242	1	0.000	0.000	many	0.0
hi	1836	4	0.625	0.625	1	0.0
hi	249	1	0.500	1.000	1	0.0
hi	248	4	0.125	0.250	many	0.183
hi	1770	22	0.341	0.477	1	0.0
hi	1849	3	0.333	0.500	0	0.0
hi	1848	3	0.667	0.833	1	0.0
hi	1834	1	0.500	0.500	1	0.0
hi	1843	7	0.357	0.500	many	0.0
hi	420	2	0.250	0.500	many	0.0
hi	1841	1	0.500	1.000	1	0.0
hi	1840	3	1.000	1.000	1	0.0
hi	1847	2	0.750	0.750	1	0.0
hi	1846	4	0.000	0.625	0	0.0
hi	1845	1	0.000	0.000	1	0.0
hi	1844	4	0.625	0.875	0	0.0
hi	1009	92	0.576	0.848	1	0.0
hi	1008	60	0.750	0.950	0	0.0
hi	1007	132	0.708	0.936	many	0.0
hi	437	30	0.317	0.433	1	0.0
hi	1005	13	0.577	0.885	1	0.0
hi	1004	109	0.482	0.780	1	0.0
hi	1003	32	0.125	0.219	0	0.0
hi	1002	11	0.364	0.636	1	0.0
hi	1001	29	0.517	0.828	1	0.0
hi	1541	4	0.500	0.750	0	0.0
hi	1087	1	0.500	0.500	many	0.0
hi	1075	1	0.500	0.500	1	0.0
hi	334	4	0.375	0.375	1	0.0
hi	1073	1	0.500	0.500	1	0.0
hi	258	1	0.500	1.000	0	0.0
hi	259	23	0.283	0.543	1	0.0
hi	1872	3	0.500	0.667	1	0.0
hi	1873	2	0.500	0.750	1	0.0
hi	1870	3	0.500	0.667	1	0.0
hi	1871	1	1.000	1.000	1	0.0
hi	252	3	0.667	0.833	many	0.0
hi	253	217	0.417	0.744	many	0.0
hi	250	1	0.000	0.500	0	0.0
hi	251	285	0.796	0.940	1	0.0
hi	256	2	0.000	0.000	many	0.413
hi	257	2	0.500	0.500	0	0.0
hi	254	13	0.462	0.615	many	0.0
hi	255	14	0.393	0.607	1	0.0
hi	1636	7	0.071	0.643	1	0.0
hi	1638	1	0.500	0.500	1	0.0
hi	1072	1	1.000	1.000	1	0.271
hi	1584	20	0.650	0.850	many	0.32
hi	1048	2	0.750	0.750	1	0.0
hi	1038	2	0.250	0.250	1	0.0
hi	1039	17	0.706	0.853	1	0.0
hi	1032	2	0.750	1.000	1	0.0
hi	1033	35	0.443	0.657	1	0.0
hi	1030	13	0.154	0.808	many	0.0
hi	1031	4	0.500	0.875	1	0.0
hi	1036	2	0.750	1.000	1	0.0
hi	1037	4	0.125	0.375	1	0.0
hi	1034	20	0.500	0.650	1	0.0
hi	1035	4	0.500	0.875	many	0.0
hi	1043	4	0.625	0.875	1	0.608
hi	469	2	0.500	0.500	1	0.0
hi	1042	1	0.500	0.500	many	0.0
hi	467	1	0.000	0.500	many	0.0
hi	1041	2	0.750	0.750	1	0.0
hi	1861	1	0.000	0.000	0	0.0
hi	1860	1	0.000	0.500	0	0.4
hi	1863	2	0.250	0.500	1	0.0
hi	1862	1	1.000	1.000	1	0.0
hi	1865	2	0.500	1.000	1	0.0
hi	1864	1	0.500	1.000	0	0.0
hi	1593	4	0.750	0.875	many	0.295
hi	228	104	0.385	0.519	1	0.0
hi	227	13	0.385	0.731	many	0.0
hi	226	110	0.591	0.795	many	0.0
hi	225	6	0.667	0.750	many	0.533
hi	224	1	0.000	0.000	many	0.0
hi	223	5	0.700	0.700	1	0.0
hi	222	3	0.500	1.000	many	0.0
hi	221	3	0.833	1.000	1	0.0
hi	220	5	0.400	0.800	1	0.0
hi	1025	24	0.604	0.771	many	0.0
hi	1024	2	0.500	0.750	1	0.0
hi	1027	1	1.000	1.000	many	0.0
hi	1026	4	0.375	0.375	many	0.0
hi	1021	8	0.562	0.750	many	0.0
hi	1020	51	0.706	0.951	1	0.0
hi	1023	6	0.250	0.417	1	0.0
hi	1022	17	0.412	0.647	0	0.0
hi	19	2	0.000	0.750	1	0.0
hi	1077	1	1.000	1.000	0	0.0
hi	1800	3	0.000	0.167	many	0.0
hi	314	1	0.000	0.000	many	0.0
hi	1089	1	0.000	0.500	0	0.0
hi	1831	4	0.375	0.750	1	0.0
hi	2518	1	0.000	0.500	1	0.0
hi	2519	1	0.500	0.500	1	0.0
hi	720	9	0.500	0.722	1	0.0
hi	1842	5	0.100	0.800	0	0.0
hi	2514	1	0.500	0.500	0	0.0
hi	2515	1	0.000	0.500	0	0.0
hi	2516	1	0.500	0.500	0	0.0
hi	2517	1	0.500	1.000	0	0.0
hi	2510	1	0.000	0.000	0	0.0
hi	2511	1	0.000	0.000	0	0.0
hi	2512	1	0.500	0.500	1	0.0
hi	2513	1	0.500	0.500	0	0.0
hi	741	2	0.250	0.250	1	0.0
hi	2520	1	1.000	1.000	1	0.0
hi	1208	1	0.500	0.500	many	0.0
hi	1830	2	0.000	0.000	1	0.0
hi	1088	3	0.333	0.667	many	0.229
hi	2522	1	0.500	1.000	1	0.0
hi	238	13	0.731	0.962	1	0.0
hi	239	5	0.400	0.600	0	0.0
hi	234	30	0.383	0.550	1	0.0
hi	235	4	0.625	0.875	1	0.0
hi	236	4	0.875	0.875	many	0.0
hi	237	2	0.250	0.250	1	0.0
hi	230	9	0.500	0.667	1	0.0
hi	231	1	0.500	1.000	many	0.0
hi	232	1	0.500	0.500	1	0.0
hi	233	2	1.000	1.000	many	0.0
hi	1814	9	0.778	0.889	1	0.0
hi	1051	3	0.667	0.833	1	0.0
hi	1816	1	0.500	1.000	many	0.65
hi	1053	4	0.250	0.500	many	0.0
hi	1054	2	0.250	0.750	0	0.0
